name,pick,season,ftm,fta,3fgm,3fga,rim_made,rim_miss,mid_made,mid_miss,dunks_made,dunks_miss,oreb,dreb,ast,stl,blks,pts,gp,height,rec_rank,mpg,age,tov,sos,team_strength,international,NBA_impact,standard_error,NBA_minutes,NBA_seasons,NCAA_possessions_est
Maxwell Lewis,40,2023,102,130,39,120,64,52,46,72,21,2,35,130,81,24,22,494,29,79,73.2,31.4,20.5,95,2.7,-1.6,0,-3.2,2.8,423,2,1680
Jarvis Varnado,41,2010,128,210,0,0,66,45,64,83,54,4,107,262,32,24,170,496,36,81,88.8,31.5,22.3,71,4.3,10.4,0,-1.9,2.8,401,2,1929
Tyshawn Taylor,41,2012,137,199,58,152,73,57,78,93,15,0,8,83,186,52,6,647,39,75,87.2,33.4,21.8,138,8.3,17.5,0,-4.6,2.7,507,2,2193
Darius Morris,41,2011,106,148,15,61,74,45,100,111,4,1,31,106,223,34,1,507,34,76,80.2,34.8,20,101,8.1,10,0,-3.9,2.2,1566,4,1833
Jamaal Franklin,41,2013,173,219,41,147,44,38,58,91,16,0,51,249,105,52,23,532,32,77,0,33.2,21.5,109,5,10.7,0,-0.7,3,180,2,1761
Pat Connaughton,41,2015,50,64,93,220,40,38,22,23,11,2,41,241,57,27,36,475,38,77,80.8,35.6,22.1,44,6,14.5,0,-1.4,1,13320,11,2146
Eric Paschall,41,2019,135,181,70,201,50,35,41,72,34,2,46,175,77,26,17,595,36,80,58.2,36.1,22.2,82,5,9.8,0,-4.2,1.8,3085,3,2113
Tyler Dorsey,41,2017,103,137,86,203,69,43,25,52,5,0,32,99,65,29,4,556,38,76,94.6,30,20.9,57,5.7,14.9,0,-2.5,2.1,1673,3,1967
Stephen Zimmerman Jr.,41,2016,63,99,4,16,39,37,35,59,17,2,55,162,21,12,48,257,25,84,98,26.3,19.3,52,3.2,2.7,0,-0.4,3.1,105,1,1190
Jarred Vanderbilt,41,2018,24,38,0,1,15,20,6,17,8,0,46,64,14,6,11,82,14,81,97.8,17,18.9,15,8.3,11,0,-0.3,1.3,7696,8,417
Tre Jones,41,2020,108,140,39,108,61,52,62,100,0,0,19,104,185,52,10,471,29,75,97.2,35.4,20,78,5.9,16.1,0,0.2,1.3,8166,6,1885
Joe Wieskamp,41,2021,65,96,73,158,47,39,30,41,11,1,37,168,53,29,10,460,31,78,88.2,29.3,21.4,43,6.3,12.9,0,-1,2.9,255,2,1602
E.J. Liddell,41,2022,169,221,46,123,43,24,99,109,15,1,72,181,76,18,80,621,32,79,91.4,33.2,21.1,79,6.3,9.5,0,-1.4,2.9,461,3,1726
Koby Brea,41,2025,32,35,93,214,18,13,24,32,12,0,10,105,48,17,12,419,36,79,0,28.1,22.2,17,10.1,14,0,-0.8,3.1,84,1,1822
Amari Bailey,41,2023,44,63,21,54,61,40,37,64,16,1,25,89,65,34,9,335,30,77,98.4,26.9,18.9,73,4.9,16.8,0,0.7,3.1,63,1,1367
Adem Bona,41,2024,101,145,0,2,64,36,39,65,45,2,64,125,40,36,56,397,32,82,97,26.5,20.8,80,3.8,3.2,1,-1,2.1,2103,2,1376
Doron Lamb,42,2012,123,149,76,163,52,27,47,80,0,0,15,93,60,19,2,549,40,76,95.4,31.2,20.2,44,6.3,20.3,0,-2.7,2.3,1273,2,2070
Nick Johnson,42,2014,146,187,62,169,53,42,61,115,29,2,31,123,107,43,25,618,38,75,95.2,33,21.1,64,6.7,19.2,0,-2.5,2.8,308,1,2006
Pierre Jackson,42,2013,192,240,88,245,80,52,44,82,4,0,24,111,255,54,0,712,36,70,0,34.8,21.4,122,5.7,10.9,0,-0.8,3.1,74,1,2132
Isaiah Whitehead,42,2016,149,196,81,222,47,48,66,127,0,1,18,104,173,40,49,618,34,76,97.4,32.3,20.9,119,5.7,10.1,0,-1.5,2.1,1799,2,1942
Thomas Bryant,42,2017,108,148,23,60,60,46,28,53,37,1,76,150,50,26,52,427,34,82,96.2,28.1,19.5,78,5.4,9.4,0,-0.7,1.4,6795,9,1656
Admiral Schofield,42,2019,60,86,73,173,66,46,75,108,18,3,42,179,73,32,17,594,36,78,50,31.8,21.8,68,6.6,15.2,0,-4.1,2.2,1367,4,1978
Bruce Brown Jr.,42,2018,44,70,16,60,34,40,14,25,14,1,25,110,76,25,15,216,19,77,94.6,33.7,21.4,43,3,9.4,0,-2,1,14292,8,1108
Isaiah Livers,42,2021,47,54,50,116,18,21,24,34,10,0,25,113,46,13,17,301,23,79,73.6,31.6,22.5,26,5.6,13.8,0,-2.2,2,2338,4,1233
Nick Richards,42,2020,109,145,0,0,49,21,50,69,64,1,81,160,7,3,66,435,31,83,96.6,29.6,22.1,49,4.2,10.7,1,-4.9,1.5,5300,6,1573
Maxime Raynaud,42,2025,114,148,67,193,77,42,90,127,29,5,95,276,58,30,50,707,35,85,0,33.5,21.8,84,3.5,4.8,1,-2.7,2.2,1896,1,1967
Trevor Keels,42,2022,65,97,54,173,66,43,25,42,2,0,30,94,96,43,2,413,36,76,96,30.2,18.4,45,5.3,14.7,0,-0.9,3.2,24,2,1855
KJ Simpson,42,2024,163,186,79,182,101,88,52,75,11,3,28,188,181,60,2,728,37,74,82.6,35.1,21.5,82,5.2,10.3,0,-2.8,2.4,1103,2,2234
Mike Scott,43,2012,139,172,6,20,63,27,136,124,10,1,70,195,37,21,15,575,32,80,26.8,31.2,23.5,67,3.4,11.1,0,-2.8,1.2,10032,9,1524
Malcolm Lee,43,2011,112,144,39,132,73,34,21,53,8,2,23,78,67,21,7,433,33,77,93.6,33.1,20.7,55,6.1,8,0,-0.4,2.7,532,3,1822
Devin Ebanks,43,2010,117,152,3,30,80,46,51,98,10,0,99,176,83,36,23,408,34,81,91.2,34.1,20.3,75,9.3,15.8,0,-1.9,2.5,827,3,1856
Joseph Young,43,2015,124,133,91,250,58,42,88,118,18,1,18,137,130,40,1,724,35,74,78.8,36.7,22.6,84,5.4,7.2,0,-4.5,2.4,1094,3,2183
Jaylen Nowell,43,2019,95,122,51,116,83,34,76,115,8,2,35,155,112,46,9,582,36,76,86.8,34.4,19.5,106,4.7,8.6,0,-1.6,1.7,3644,6,2084
Jahmi'us Ramsey,43,2020,50,78,60,141,47,43,36,59,5,4,20,88,60,36,18,406,27,76,93.8,31.2,18.6,54,5.6,11.4,0,-0.5,2.8,351,3,1428
Greg Brown III,43,2021,51,72,30,91,25,26,12,18,14,7,31,129,10,15,26,243,26,81,98.6,20.6,19.4,60,5.5,10,0,-1.8,2.5,781,3,932
Jamir Watkins,43,2025,183,245,53,165,57,51,43,75,24,0,33,149,76,38,17,590,32,79,63.8,30.9,23.5,86,3.9,4.5,0,0.3,2.5,1061,1,1729
Moussa Diabate,43,2022,52,84,3,14,51,21,29,61,34,6,76,115,26,11,28,289,32,83,97.2,24.9,20,47,8.1,9.1,1,2.2,1.9,3311,4,1331
Charles Jenkins,44,2011,179,217,63,152,93,46,83,95,0,0,16,87,150,53,20,720,32,75,0,37.4,21.9,71,0.8,1.3,0,-4,2.3,1354,2,1927
Kim English,44,2012,87,120,78,170,53,15,40,49,0,1,30,118,56,45,10,507,35,78,74.8,33.6,23.3,59,4.6,15.4,0,-2.9,2.8,408,1,1945
Jerome Jordan,44,2010,165,240,0,0,58,34,66,111,59,3,79,227,44,15,82,531,34,84,38,29.9,22.3,77,3.1,7.6,0,-3.1,2.7,509,2,1710
Mike Muscala,44,2013,175,222,4,16,94,61,92,140,32,4,98,275,77,17,77,623,33,83,9.2,32.1,21.6,57,-0.5,8.5,0,-1.5,1.2,8524,11,1658
Markel Brown,44,2014,149,194,55,145,54,34,53,85,28,3,36,143,99,34,35,584,34,75,71.8,35.3,22.3,55,6.2,13.5,0,-3.3,2.1,1807,3,2085
Damyean Dotson,44,2017,44,53,108,244,27,20,60,71,7,0,49,169,35,29,5,559,32,77,47.8,34.1,22.7,34,2.9,9.4,0,-3.2,1.7,4231,5,1799
Andrew Harrison,44,2015,126,159,36,94,30,23,30,85,5,0,13,74,139,40,8,364,39,78,99.2,25.5,20.3,64,6.1,25.2,0,-1.3,1.9,3066,3,1579
Bol Bol,44,2019,28,37,13,25,24,12,22,31,15,3,21,67,9,8,25,189,9,86,99.4,29.9,19,18,3.4,11,0,-2.5,1.8,2796,6,463
Kessler Edwards,44,2021,86,97,44,115,38,25,56,65,11,0,31,140,31,24,31,431,25,80,43.2,33.9,20.5,46,3.5,3.3,0,-2.2,1.9,2279,4,1532
Ryan Rollins,44,2022,128,158,47,151,91,67,77,90,12,2,23,175,119,57,9,622,33,76,9.8,32.7,19.5,74,-1.5,6.1,0,0,1.9,3346,4,1898
Pelle Larsson,44,2024,87,116,46,108,79,43,27,45,11,1,38,108,134,34,8,459,36,78,62.4,30,22.9,68,6.2,16.8,1,0,2,2672,2,1972
Brooks Barnhizer,44,2025,68,89,17,64,36,39,45,59,5,1,26,124,72,39,19,291,17,78,68.6,36.9,22.8,47,7.5,8.7,0,-2.4,2.9,344,1,1062
Justin Hamilton,45,2012,107,137,3,12,60,44,78,106,17,3,109,129,30,25,43,426,33,83,61.4,30,21.8,57,4,4.6,0,-4,2.1,1947,3,1635
Josh Harrellson,45,2011,33,56,2,10,83,26,24,46,18,1,140,189,30,35,57,289,38,82,46.2,28.5,22,28,7,16.3,0,-0.5,2.5,916,3,1782
Dwight Powell,45,2014,145,211,10,39,64,49,79,122,22,4,70,177,112,47,30,505,36,82,93.4,32.4,22.5,104,6,9.1,0,0.4,1.1,13742,12,1959
Demetrius Jackson,45,2016,113,139,54,163,76,54,47,72,16,0,31,90,164,43,10,553,35,73,93.2,35.9,21.4,76,6.8,9.2,0,-1.7,3,136,3,2037
Dillon Brooks,45,2017,90,121,57,141,75,44,56,82,10,0,34,76,92,37,16,548,34,79,88.4,25.3,21,70,6.5,14.9,0,0.1,1,17019,9,1483
Isaiah Roby,45,2019,90,133,28,84,71,59,21,58,28,5,66,176,68,44,66,414,35,80,73.6,31.2,21,70,7.6,9.6,0,-3.6,1.9,2858,4,1825
Jordan Nwora,45,2020,104,128,76,189,41,36,54,89,21,5,52,187,40,23,8,558,31,79,82.6,33.2,21.3,65,5.2,13,0,-4.8,1.7,3425,4,1723
Hamidou Diallo,45,2018,77,126,26,77,59,42,30,82,19,4,32,102,46,28,13,371,37,77,98.2,24.8,19.5,51,6.8,11,0,-1,1.5,4904,6,1605
Jamal Shead,45,2024,81,104,43,139,60,42,71,117,3,1,34,103,233,80,17,478,37,73,59.8,31.1,21.5,75,7.5,21.5,0,0,1.9,3298,2,1844
Josh Minott,45,2022,49,65,2,14,46,38,10,22,25,4,52,72,31,27,22,217,33,80,91.6,14.7,19.2,31,3.7,10.2,0,0.8,2.3,1386,4,865
Gregory Jackson,45,2023,84,124,55,170,56,48,47,119,19,2,49,141,27,24,26,493,32,81,99,32,18.1,86,3.9,-4.4,0,-0.7,1.9,2801,3,1668
Andrew Goudelock,46,2011,110,134,131,322,34,26,146,163,7,1,25,118,157,33,7,877,37,74,0,35.2,22.1,119,0.3,6.7,0,-2.5,2.7,570,3,2202
Gani Lawal,46,2010,124,219,0,1,72,39,51,105,45,8,105,195,15,16,49,460,35,81,96.4,25.9,21.3,76,6.8,11.8,0,-0.3,3.2,2,1,1591
Darius Miller,46,2012,55,69,56,149,27,12,51,53,9,1,36,74,82,33,13,397,40,80,83.8,26.1,21.9,58,5.9,20.3,0,-1.3,1.5,5467,6,1736
Erick Green,46,2013,218,267,61,157,73,42,117,150,10,0,15,112,121,42,6,801,32,76,46.4,36.4,21.7,69,4.4,-0.4,0,-2.1,2.7,455,2,1974
Jordan Clarkson,46,2014,162,195,32,114,108,67,59,110,10,1,28,106,118,38,6,612,35,77,59,35.1,21.6,93,4.9,5.8,0,-2.3,0.9,22905,12,2016
Norman Powell,46,2015,127,169,38,119,98,81,43,88,34,4,21,148,75,66,16,591,36,76,89.6,34.5,21.7,80,6.1,7.2,0,-1.6,0.9,18644,11,2082
A.J. Hammons,46,2016,90,127,6,11,71,21,78,106,44,5,77,193,37,9,84,494,33,84,85.2,24.6,23.4,65,6.6,15.2,0,-2.1,3,162,1,1367
Sterling Brown,46,2017,87,110,61,136,42,42,51,70,7,2,55,172,105,50,19,470,35,78,78.4,32.7,21.9,68,2.8,15.2,0,-2.5,1.5,4657,6,1818
CJ Elleby,46,2020,121,147,74,218,58,52,50,104,15,1,39,212,60,56,26,589,32,78,23.8,33.4,19.6,69,2.5,1.8,0,-2,2.3,1365,2,1900
Talen Horton-Tucker,46,2019,55,88,49,159,76,35,22,80,8,2,23,146,82,45,23,414,35,76,88.8,27.2,18.1,60,5.9,12.9,0,-0.8,1.4,5984,6,1635
Dalano Banton,46,2021,56,84,19,79,41,27,22,38,3,2,26,127,101,25,24,248,26,81,81.8,27.3,21.2,64,6.7,0,0,-3.2,1.8,3207,5,1291
Seth Lundy,46,2023,88,109,92,230,39,30,25,31,9,3,33,192,31,27,21,510,36,78,56.2,31.7,22.8,31,6.7,8.4,0,-1.6,3.1,51,1,1830
Amari Williams,46,2025,114,183,1,4,64,40,33,59,40,6,74,232,115,20,44,391,36,84,0,22.8,23,82,10.4,14,1,-2.4,3,140,1,1476
Cam Christie,46,2024,53,68,70,179,13,21,37,55,6,0,8,111,74,21,11,375,33,78,73.4,30.2,18.5,38,4.6,5.3,0,0.7,2.7,558,2,1681
Kevin Murphy,47,2012,113,159,76,181,40,32,88,149,20,1,27,138,72,25,7,637,31,78,41.6,34.6,21.9,104,-1.2,-1.9,0,-2,3.1,53,1,1819
Travis Leslie,47,2011,109,136,13,43,76,50,45,99,43,4,106,131,97,40,20,476,33,76,79.2,32.2,20.8,71,5.1,7.8,0,,,,,1710
Russ Smith,47,2014,153,217,70,181,101,50,47,93,7,1,29,93,172,74,4,673,37,72,43.8,29.3,22.8,105,3.9,20.2,0,-2.2,3,137,2,1863
Jake Layman,47,2016,77,91,57,143,35,13,24,38,22,2,36,149,40,40,36,410,35,81,86.4,31.7,21.9,58,6.4,12,0,-3.1,1.7,3147,6,1856
Sviatoslav Mykhailiuk,47,2018,45,56,115,259,46,68,22,51,22,4,44,109,107,46,12,570,39,80,52.4,34.5,20.6,65,7.9,14.2,0,-0.8,1.4,6573,8,2358
Ike Anigbogu,47,2017,23,43,0,0,17,13,17,26,23,5,41,76,6,5,35,137,29,82,91,13,18.3,24,5,13.4,0,1,3.1,36,2,687
Ignas Brazdeikis,47,2019,116,150,56,143,89,63,29,69,14,0,43,158,31,26,18,548,37,79,92.2,29.6,20,46,6.9,16.8,0,-1.9,2.5,838,3,1784
David Johnson,47,2021,28,40,32,83,27,21,27,57,4,0,17,93,61,20,5,240,19,77,83.6,35.1,19.9,61,5.1,5,0,0.3,3.2,3,1,1100
Antonio Reeves,47,2024,113,131,84,188,70,45,72,73,9,2,24,113,54,22,8,667,33,78,0,31.5,23.2,40,4.6,10.3,0,-2.1,2.6,720,2,1915
Vince Williams Jr.,47,2022,83,102,65,168,40,23,21,23,11,1,27,152,91,48,32,422,30,78,42.2,32.4,21.4,86,4.7,7.8,0,-0.2,1.9,2863,4,1664
Keith Benson,48,2011,150,236,8,22,92,41,79,133,46,0,87,257,36,27,122,608,34,83,0,32.5,22.4,65,1.1,7.6,0,-0.6,3.2,8,1,1993
Ryan Kelly,48,2013,69,85,35,83,20,18,39,49,2,0,37,85,38,16,37,296,23,83,97,28.9,21.8,23,8.5,17.2,0,-0.7,1.9,3103,4,1119
Lamar Patterson,48,2014,132,175,80,206,77,42,37,88,8,0,35,140,154,51,12,616,36,77,80.4,32.6,22.5,93,5.4,13.1,0,-0.9,2.7,460,2,1822
Dakari Johnson,48,2015,90,144,0,0,44,33,21,44,14,0,67,112,29,14,36,248,39,84,98.2,16.3,19.3,42,5.7,25.2,0,-0.9,3,162,1,1013
Sindarius Thornwell,48,2017,215,259,58,148,79,63,49,89,9,2,77,144,86,66,30,663,32,77,94,32.9,22.2,76,8.1,12.5,0,-2.4,2.1,1747,4,1832
Keita Bates-Diop,48,2018,112,141,66,184,75,44,89,105,17,1,52,244,56,31,56,672,34,79,94.4,33.1,22,62,6.7,12.4,0,-2.6,1.5,4540,6,1904
Terance Mann,48,2019,98,124,30,77,69,55,10,39,38,3,92,148,94,25,12,422,37,79,80.2,31.7,22.3,65,7.4,12.8,0,-1.3,1.2,11319,7,2032
Jordan Miller,48,2023,98,125,32,91,121,64,47,59,18,0,76,154,99,45,15,566,37,79,0,34.9,23,49,4.7,9.7,0,-1.3,2.2,1758,3,2224
Nico Mannion,48,2020,106,133,53,162,37,34,52,80,3,0,8,72,169,38,0,449,32,75,98.4,32.3,18.8,82,5.3,13.4,1,-0.3,2.8,362,1,1812
Sharife Cooper,48,2021,85,103,13,57,45,47,13,21,1,0,8,43,97,12,3,242,12,73,95.6,33.1,19.6,50,7.7,5.9,0,-2.9,2.7,724,2,760
Harrison Ingram,48,2024,60,98,65,169,44,52,46,59,8,1,97,230,81,51,15,451,37,79,97,32.8,21.2,51,6.7,14.9,0,-0.1,3.1,60,2,2160
Javon Small,48,2025,146,166,83,235,54,41,31,61,15,1,15,116,180,49,11,595,32,74,0,36.1,22.1,87,7.6,9.2,0,0.7,2.6,834,1,1881
Kendall Brown,48,2022,51,74,14,41,56,28,19,36,43,3,59,107,63,34,12,329,34,80,97.8,27,18.7,58,6.6,16.8,0,-0.4,3,123,2,1573
Kyle O'Quinn,49,2012,150,213,6,28,102,47,47,67,38,0,103,241,50,20,92,542,34,82,0,31.2,21.8,89,-3.6,-1,0,-1.2,1.4,6686,8,1805
Erik Murphy,49,2013,40,51,72,159,54,25,34,42,4,0,58,141,50,23,25,440,36,82,89.2,26.4,22.3,51,5.7,21.8,0,-2.5,3.1,66,1,1495
Josh Selby,49,2011,28,37,34,94,15,15,21,45,2,1,10,48,56,21,1,206,26,74,99.6,20.4,19.9,53,6,18.9,0,-1.6,2.9,303,2,920
Cameron Bairstow,49,2014,219,298,1,3,103,56,100,130,33,1,76,175,53,19,51,694,34,81,0,32.9,23.1,68,3.8,9.9,0,-2.1,3,165,2,1822
Michael Gbinije,49,2016,106,160,91,233,76,49,36,69,22,4,40,111,160,71,13,647,37,79,94.6,37.9,23.6,105,6.8,10.5,0,-1.3,3.1,30,1,2272
Chimezie Metu,49,2018,111,152,12,40,41,48,71,101,81,11,64,189,53,27,59,533,34,83,92.6,31,20.8,68,4,8.7,0,-3.2,1.7,3572,6,1793
Quinndary Weatherspoon,49,2019,148,183,55,139,89,69,46,51,23,2,45,114,96,57,11,629,34,76,79.8,34.1,22.4,99,6.6,10.9,0,-2.5,2.9,275,3,1981
Isaiah Joe,49,2020,81,91,94,275,12,7,23,40,3,0,14,93,45,36,7,439,26,77,66,36,20.5,45,3.7,9.2,0,1,1.4,7372,6,1686
Isaiah Mobley,49,2022,88,129,43,122,62,46,46,74,10,3,71,196,106,24,29,453,32,82,96.2,34.1,22.3,60,3.4,8.4,0,-1.4,3,171,3,1831
Tristen Newton,49,2024,168,208,71,221,79,53,29,53,3,1,57,206,248,37,12,603,40,77,0,33.2,22.8,98,5.7,20.4,0,-1.4,3.2,29,2,2184
Emoni Bates,49,2023,115,147,76,230,47,43,60,86,10,1,20,153,42,22,16,577,30,82,99.2,33.5,19,76,-0.5,-7.6,0,-1.5,3,198,2,1763
Tyrese Proctor,49,2025,51,75,89,220,36,37,32,32,8,0,18,97,85,30,4,470,38,78,94.8,29.9,20.8,40,7.5,23.6,1,0,2.7,542,1,1886
Lavoy Allen,50,2011,69,99,5,17,78,28,56,126,15,1,88,195,75,23,61,382,33,81,78.8,33.9,22,54,3,10.3,0,-2.2,1.4,7117,6,1822
Solomon Alabi,50,2010,108,136,0,0,45,28,50,85,38,3,79,119,16,20,75,374,32,85,95.4,25.6,21.3,61,6.3,12.5,0,-1.8,3,183,2,1384
James Ennis,50,2013,110,129,53,148,59,27,28,55,27,2,56,144,66,54,40,497,31,79,0,33.5,22.6,89,1.7,-0.4,0,-2.3,1.2,8497,8,1748
Georges Niang,50,2016,96,119,56,143,125,40,98,108,4,0,46,172,117,31,22,718,35,80,86,33.2,22.6,92,7.1,11.5,0,-2.2,1.2,10287,9,2074
Jarrell Brantley,50,2019,122,156,35,113,107,55,61,85,23,2,55,213,78,45,28,621,32,79,0,33.9,22.6,83,-1.4,3.3,0,-2.2,2.9,295,3,1801
Alize Johnson,50,2018,110,145,40,143,55,35,64,84,9,2,101,272,91,15,14,480,32,81,0,31.2,21.7,72,0.9,3.1,0,-1,2.6,583,5,1661
Skylar Mays,50,2020,129,151,50,127,84,69,24,26,11,3,15,140,100,54,7,517,31,76,73.2,34.5,22.4,70,5.1,9.8,0,-2.4,2.3,1140,4,1888
Keyontae Johnson,50,2023,108,151,47,116,92,53,67,94,30,5,54,191,77,37,7,627,36,78,86.4,34.1,22.7,106,6.4,10.6,0,-1.5,3.1,66,1,2163
Enrique Freeman,50,2024,164,225,19,52,125,82,34,42,44,0,117,305,52,26,56,615,33,79,0,32.4,23.5,84,-0.7,4.2,0,-1.8,3,213,2,1806
Kobe Sanders,50,2025,136,171,41,120,48,39,77,84,7,1,22,106,147,37,9,523,33,81,0,31.7,22.6,61,2.7,5,0,-0.8,2.4,1325,1,1700
Kris Joseph,51,2012,117,157,51,148,54,30,34,96,25,3,56,118,56,50,23,496,37,79,88.6,32.2,23.1,55,6.9,16.7,0,-1.4,3.1,55,1,1929
Ben Bentil,51,2016,194,248,52,158,95,63,71,116,29,5,94,174,40,30,36,738,35,81,81.2,34.2,20.8,67,6.1,7.2,0,-0.4,3.2,11,1,2087
Monte Morris,51,2017,89,111,54,143,78,48,82,112,2,0,40,129,217,53,10,575,35,75,83.6,35.3,21.6,42,8.3,13.6,0,-0.2,1.2,10937,9,2168
Tremont Waters,51,2019,104,128,56,171,72,56,40,57,4,1,10,82,192,94,4,504,33,71,91.4,32.4,21,114,6.4,11.3,0,-1.2,2.8,415,3,1885
Tyrese Martin,51,2022,62,90,43,100,63,54,30,64,8,2,68,150,56,23,14,393,29,78,56.2,32.1,22.9,53,5.5,11.6,0,-3.4,2.1,2169,3,1547
Jalen Wilson,51,2023,159,199,70,208,102,77,74,112,0,1,56,241,79,34,17,723,36,80,89.4,35.4,22.2,84,8.4,12.9,0,-1.8,1.8,3578,3,2228
Brandon Boston Jr.,51,2021,51,65,30,100,34,42,30,74,9,1,33,79,41,33,4,287,25,79,99.4,30.7,19.2,36,7.1,6.3,0,-3.5,1.9,2368,4,1344
Vernon Macklin,52,2011,46,102,0,0,96,37,63,91,32,3,82,117,30,13,26,428,37,82,95,24.5,24.3,63,6.5,12.9,0,-1.8,3,138,1,1445
Luke Harangody,52,2010,140,178,25,81,103,56,106,149,10,2,67,206,47,14,20,653,30,80,82.4,33,22.2,54,3.7,9.3,0,-1.7,2.5,880,2,1621
Lorenzo Brown,52,2013,108,140,20,76,69,52,39,86,12,0,22,121,239,65,19,408,33,77,94.4,34.2,22.4,114,4.6,10,0,-2.9,2.3,1203,5,1939
Joel Bolomboy,52,2016,148,215,18,53,47,28,47,67,61,9,98,280,34,19,34,512,30,81,0,32.8,22,76,-2.6,2.7,0,-1,3.1,95,2,1677
Edmond Sumner,52,2017,100,136,12,44,50,39,17,33,14,1,11,80,105,27,16,314,21,78,79,33.1,21,58,6.2,9.4,0,-2.1,1.9,2331,5,1223
Vincent Edwards,52,2018,100,120,51,128,79,45,40,75,10,1,71,188,101,18,21,511,35,80,76,31.6,21.8,71,6.1,17.3,0,-0.5,3.2,16,1,1869
Jalen McDaniels,52,2019,92,125,22,72,44,27,120,156,21,2,65,208,70,37,16,525,33,82,76.2,31.1,21,80,1.5,3.6,0,-1.6,1.6,4641,6,1771
Luka Garza,52,2021,141,199,44,100,164,80,61,91,12,0,93,178,54,21,50,747,31,83,76.6,31.6,22.1,47,6.3,12.9,0,1.2,2,2135,5,1731
Toumani Camara,52,2023,89,133,29,80,78,45,33,52,38,0,79,215,59,42,27,474,34,80,79.4,30,22.7,71,0.4,7.6,1,0.9,1.6,6863,3,1620
Quinten Post,52,2024,101,123,50,116,106,66,49,77,17,1,72,213,100,30,61,595,35,84,0,31.9,23.8,86,4.3,5.7,1,-0.7,2.1,1953,2,1890
DeAndre Liggins,53,2011,68,105,36,92,36,29,34,65,6,2,22,131,96,46,28,328,38,78,93.4,31.6,22.8,55,6.7,16.3,0,-4,2,1986,5,1985
Devon Hall,53,2018,76,85,57,132,46,39,26,45,3,0,12,131,107,29,5,397,34,77,75.8,32.1,22.5,35,6.9,18.8,0,-1.3,3.1,78,1,1645
Kadeem Allen,53,2017,86,116,32,75,41,40,30,46,4,0,12,125,101,53,21,332,34,75,0,30,24,65,5.9,13.4,0,-1,2.6,643,3,1706
Justin Wright-Foreman,53,2019,176,204,108,254,90,47,111,117,16,1,12,125,99,29,7,921,34,74,0,37.7,21.2,88,-2.5,5.5,0,-1.2,3.1,46,1,2202
Cassius Winston,53,2020,115,135,73,169,55,51,57,81,0,0,6,69,175,36,1,558,30,73,94,32.6,21.9,96,7.2,14.9,0,-2.5,3,144,2,1691
Charles Bassey,53,2021,88,116,18,59,68,35,38,54,70,5,92,233,19,11,87,494,28,83,99,30.4,20.3,62,1.8,4.1,1,-2.1,2.2,1432,5,1463
John Tonje,53,2025,231,254,85,219,68,49,34,49,17,3,29,166,67,27,8,724,37,77,0,31.1,23.8,68,7.7,13.7,0,-1.3,3.2,42,1,1975
Cam Spencer,53,2024,82,90,99,225,37,23,60,60,0,0,42,152,145,59,10,573,40,76,0,32.8,23.8,40,5.4,20.4,0,0.5,2.1,1929,2,2161
Jaylen Clark,53,2023,67,96,26,79,73,43,32,63,17,2,58,123,56,78,8,389,30,77,77.8,30.5,21.2,37,5.1,16.8,0,0.3,2.3,1426,2,1533
Willie Warren,54,2010,101,127,30,97,48,34,27,34,1,1,14,55,86,21,1,343,21,76,98,31.9,20.2,80,4.9,4.2,0,0.2,3,136,1,1144
Alec Peters,54,2017,167,188,55,149,72,38,70,101,7,2,71,211,62,22,11,643,28,81,50,35.1,21.7,69,-0.8,3.9,0,-0.3,2.9,226,1,1724
Kahlil Felder,54,2016,239,282,76,214,104,78,81,128,8,0,26,123,324,69,7,853,35,69,0,36.7,20.8,120,-0.5,6,0,-2.7,2.7,537,2,2398
Marial Shayok,54,2019,108,123,71,185,87,35,61,85,10,0,47,120,67,32,8,637,34,78,67,32.9,23.5,91,6.6,12.9,0,-1.4,3.1,28,1,1904
Shake Milton,54,2018,94,111,56,129,30,32,36,45,1,1,14,89,96,31,14,396,22,78,82.2,36.4,21.2,50,1.5,6.2,0,-2.8,1.4,7111,7,1297
Sandro Mamukelashvili,54,2021,95,133,42,125,78,73,26,57,22,6,50,154,87,29,15,473,27,83,60.4,35.6,21.7,89,4.6,5.9,1,-0.1,1.7,3936,5,1626
Jalen Slawson,54,2023,127,164,37,96,61,40,29,44,43,2,59,175,105,50,50,514,33,79,0,30.6,23.2,85,-0.9,5.2,0,-0.9,2.9,380,2,1762
Anton Watson,54,2024,80,122,20,49,94,39,50,77,30,0,75,168,87,51,22,493,34,80,90.6,31.4,23.3,46,3.6,13.3,0,-1.4,3.1,26,1,1865
Cassius Stanley,54,2020,77,105,31,86,46,54,19,32,32,1,54,87,30,20,21,364,29,78,92.8,27.4,20.4,54,5,16.1,0,-1.1,2.9,253,2,1452
E'Twaun Moore,55,2011,100,141,70,175,40,33,107,135,4,0,51,124,108,41,18,612,34,76,95,33.9,21.9,61,7.1,15.8,0,-3.3,1.1,12819,10,1882
